,phi,psi,w
-407.3488719,-88.63219965666333,-63.4926735503552,162.81560256310013
-407.3259286,-67.48972614932497,-50.00979365638358,161.73834185813976
-407.3034614,-63.70373370076203,-53.902495639240435,161.60211775282738
-407.2761171,-83.02163414369271,-72.77331872997975,153.68087766924532
-407.2448562,-100.21672927034118,-60.63007304935043,165.16093374782287
-407.2219405,-67.96921297870847,-50.33843649987841,162.02654092114125
-407.1942740,-78.8218452736695,-64.22835654694877,168.00406609226258
-407.1730006,-65.09950810954619,-54.034478258659256,164.7948670450156
-407.1514267,-81.59491579869541,-59.870739253142624,154.6956814348475
-407.1295909,-81.6975456566338,-58.31718282820987,148.4935085711807
-407.1086179,-78.97885790049942,-67.99969924079225,145.8353830649412
-407.0848976,-78.95975402601412,-69.65831112141238,168.0266326701414
-407.0630509,-68.64833901214162,-62.53884022653769,161.1368449448489
-407.0425842,-79.58348163385025,-68.1862690698743,171.9690584410023
-407.0219809,-83.0067965005978,-58.384283402857236,164.1286784469643
-407.0002499,-73.57320017966927,-57.33237280948559,166.53649594248859
-406.9728538,-81.0192427996013,-55.564428854092135,155.92156993877794
-406.9521466,-67.80842739377937,-55.656205131623494,146.2919279805705
-406.9320060,-76.06984925074012,-57.48025823242728,166.71424890507
-406.9112339,-63.6781403915534,-54.15440457853583,161.81309415066758
-406.8911650,-63.68143177100614,-54.16074871507718,161.82263096372907
-406.8631878,-99.78313868985364,-83.79614756182093,164.91147035840402
-406.8321154,-81.9381751260856,-61.53347893274719,166.51820044646317
-406.8027276,-68.45787695365024,-50.400091647899046,161.35360026518092
-406.7818685,-69.98362959579904,-61.33477853369666,156.07676295291103
-406.7611005,-94.97147228520907,-56.3251629170654,160.99259967983247
-406.7405852,-72.72740123531152,-65.5480908805524,165.1037886705462
-406.7150108,-80.83196179654918,-57.80944897936127,155.31488614985662
-406.6938392,-65.2789288174758,-55.224684958011636,164.34642971989183
-406.6693957,-70.6936686490601,-60.04079039815512,158.92606000758857
-406.6489967,-83.41869824976398,-56.32646637432537,159.0188899573616
-406.6286532,-81.11046333363312,-61.492721192216415,155.27494433851794
-406.6085535,-126.27262145716837,-67.87196457771526,167.8363831414908
-406.5876278,-85.08141970015919,-62.36885347554713,159.0095425122771
-406.5664088,-79.9502691044312,-57.36856574019845,166.00283553994387
-406.5450598,-85.33193040565659,-56.566059711266824,160.82514088365485
-406.5243074,-94.69259444741598,-60.419826150183965,165.5324577771233
-406.5001218,-79.23432923714806,-67.2446934507934,143.13757571162412
-406.4789595,-75.73252804258914,-68.83546063206371,169.17729872489184
-406.4576654,-81.17265539971403,-61.75952926769089,161.9939302055757
-406.4337249,-68.64122212492461,-53.1963206115237,166.01857194164393
-406.4128878,-65.67297314668643,-55.1364415477705,164.76217224666885
-406.3849725,-65.6606826492778,-55.14810813688892,164.7723767082786
-406.3623559,-71.06055077434719,-55.739565957431246,147.38371022204257
-406.3374496,-76.79861198752084,-77.38726231120508,160.41593953698157
-406.3172292,-76.80316643379044,-77.39038386469404,160.4475201152476
-406.2944842,-82.43747732463042,-54.89376927496784,165.2245989905216
-406.2708655,-78.74299575083832,-64.04279881630839,168.02214798636487
-406.2457884,-78.75846962135935,-64.03243554091951,168.02823576363656
-406.2026240,-84.69743331178235,-54.014191805830635,160.36619445636578
-406.1818641,-83.40717425452509,-61.083844852834275,161.2997270742901
-406.1567524,-86.05093996526527,-82.51207862509018,158.98082029781352
-406.1359535,-85.99375140413328,-64.4810724471333,151.38139648889722
-406.1149973,-77.30350597942369,-74.76063812447441,154.98150108362148
-406.0934374,-89.98471973332724,-63.80286880513413,165.1157985753554
-406.0700737,-81.22969435344035,-71.4422084262863,157.50903125208683
-406.0455723,-85.84433660996248,-65.73273737350087,148.9178435348331
-406.0251631,-77.99950213927656,-76.53677831162942,161.9349831505497
-405.9982441,-97.7913865329121,-62.165195010557106,164.62296124587095
-405.9764208,-83.32038011656832,-59.047049067672305,162.611152679209
-405.9546913,-65.84732145859438,-57.42765759087341,145.17791325252242
-405.9291107,-90.14248999680368,-61.447153492817456,167.97917730623124
-405.9084660,-84.28690405701185,-51.73630258966936,148.1470548344357
-405.8799858,-86.12454791850932,-63.55990884631845,164.31015915571126
-405.8511952,-79.69441269692494,-60.57783282925798,166.22515356024113
-405.8294431,-75.43848643702053,-75.24271105490271,157.88952742194192
-405.8066385,-88.5854590595062,-64.63186406115693,162.72370526013884
-405.7785077,-79.50275964350816,-69.45408632313855,152.34358845209226
-405.7578310,-77.50516105880045,-65.54822536364901,143.84660665287973
-405.7374147,-74.76791043209163,-74.60485980761885,157.71139554262214
-405.7144731,-76.68258642537793,-68.86152010633255,167.8532065599947
-405.6900163,-80.06441814076135,-50.94996122731431,156.05467878964856
-405.6639301,-90.00735039508812,-63.24022476985385,165.45940733913704
-405.6432529,-64.50458460153011,-53.596935656502154,164.50633383343262
-405.6222976,-99.08647173322822,-89.05554431091238,166.26429812806686
-405.5965632,-69.09218605243467,-50.17452087211369,160.91734932664002
-405.5745135,-69.0972227686954,-50.1787543634105,160.92319838100823
-405.5533754,-81.16541735074945,-70.46128606059455,154.50207839895123
-405.5230721,-78.44973804962599,-62.0614828863317,157.83844474534848
-405.4954162,-67.84225957944213,-50.83813165137278,160.40017147405368
-405.4691301,-102.37300816864901,-82.90204859423402,165.34554180629732
-405.4436630,-87.59780598239684,-62.22227097403531,162.94442657752708
-405.4231886,-70.20667302290647,-57.98628073956975,157.98978812324057
-405.4026906,-87.835245211136,-73.2274101405705,161.15938001142285
-405.3814895,-65.8357715556174,-51.51207452975242,160.34354009857165
-405.3613454,-87.61528160507667,-59.17330517436205,155.27205880953227
-405.3372271,-85.94815505285429,-80.09942627673787,173.0285970187605
-405.3131024,-75.93451151904816,-64.7172850090612,168.90880376219127
-405.2831725,-79.94474934459818,-64.20493820162255,166.52496217586435
-405.2545079,-77.7238560640495,-65.19515008650838,172.28995892719226
-405.2147143,-76.90965462332339,-68.20640960193607,144.71537002876826
-405.1941614,-123.67942142652738,-61.051950148513136,164.31245873747525
-405.1727558,-82.14321135245773,-66.00175653634044,156.74045192073322
-405.1517339,-82.1420013490368,-66.0061795193685,156.74995629370395
-405.1286027,-74.73653822137747,-75.51323605352148,157.41635946871563
-405.1047650,-85.53946012472917,-72.0389954610525,154.2478333815136
-405.0811283,-80.6912288520659,-65.0529105805021,169.15515325392568
-405.0528502,-77.35055284419077,-72.55747515567015,155.87301963075717
-405.0256468,-74.09337153315134,-75.04698161649367,155.21198744695167
-404.9992859,-78.5074876073188,-64.40098667359699,168.93568676513823
-404.9728976,-83.81213583323249,-57.974564516408826,152.01141792453186
-404.9513216,-88.53744308413098,-53.08885108973461,163.67424556683548
-404.9293950,-71.19544736393557,-63.178662468030645,162.0004925350776
-404.9085627,-84.7573368456769,-62.70044880954376,159.0589406784139
-404.8863140,-68.46976132250916,-57.85910811550298,163.27489826909195
-404.8629140,-75.27730539820598,-56.15165927524244,158.5436974852506
-404.8385731,-82.99996694215258,-70.93943590737979,156.25069942484436
-404.8147205,-65.5052362986133,-55.64960219917438,160.32764934784015
-404.7927232,-70.11659397835692,-66.77470862184568,170.4298983278233
-404.7667699,-77.16606025290557,-81.32513704646429,159.68149655191
-404.7448018,-77.19625987260352,-64.80752947405988,143.69608781452754
-404.7227177,-124.35451373888488,-64.77479923520713,164.86103939541906
-404.6993179,-64.98952711921952,-55.970769847690754,162.44599848803148
-404.6754537,-79.88976611379283,-70.67618695005027,153.45661150502582
-404.6525585,-64.98871737547049,-55.96023752025535,162.43903452294705
-404.6284075,-82.0629062038842,-73.60035479625675,155.32854276941663
-404.6041989,-69.36924548304096,-57.17776864840255,163.3905731748929
-404.5818452,-69.38359154486294,-57.18859556639149,163.38389267351167
-404.5534134,-83.28449159786774,-59.46760303496652,158.88692224010472
-404.5327709,-66.9348035546619,-60.04177833279197,169.2232592189117
-404.5107585,-82.18393306785363,-69.82250690991711,154.97578230058204
-404.4877847,-89.44452715216114,-54.02090377512006,155.13006371203417
-404.4539953,-88.32125875935279,-53.32436367937047,164.7470575263551
-404.4296538,-77.92052170316249,-73.43535324882026,152.52748419177294
-404.4093249,-77.90006290744184,-73.40105093078844,152.49658461740935
-404.3834752,-99.36144466005584,-58.639356936431916,166.81933774853454
-404.3633911,-73.60136704904035,-56.946523112369476,161.05085815757002
-404.3415727,-77.08684453551336,-62.46830864422677,168.2964857048037
-404.3150300,-72.82355672493998,-63.81075403960842,168.959752175603
-404.2928031,-69.07862567306286,-66.10257044341569,164.64688807551744
-404.2694052,-84.63611283566607,-59.15756350092612,162.07101471810796
-404.2484129,-88.28349398338298,-52.838955714292474,163.61129645257336
-404.2175974,-77.52072389950436,-65.5716144960842,168.38446826866888
-404.1869521,-69.82967583947124,-66.39303102604592,169.89279458914925
-404.1635569,-77.85931122244152,-74.7536542284346,157.63879908765531
-404.1391968,-82.91326774124143,-70.92087219942943,157.7429382140871
-404.1181192,-89.61489690399584,-55.68595054789448,156.96507156460052
-404.0861121,-71.11645998409499,-55.06466580014586,163.0611981010645
-404.0644904,-77.43296422927733,-63.66809415586058,168.92545505652794
-404.0416387,-83.89227372153076,-72.24102179420775,155.13694812814035
-404.0197814,-76.03895013551822,-65.94267580776228,165.92752739177942
-403.9969452,-78.41855662202796,-55.7744484315394,158.68500763448404
-403.9757580,-75.45077056079992,-74.13774086319648,163.64165841551954
-403.9526373,-81.37389365127949,-72.97044175651631,156.4208128323152
-403.9321645,-76.6664258940554,-72.18893322577567,160.53908358753472
-403.9090359,-78.47888261461412,-63.08308959480251,167.90327147159604
-403.8751631,-69.60332908614464,-65.07910118254698,168.69542359958038
-403.8493045,-91.52435563950084,-74.15769940973335,153.65289664377676
-403.8259276,-92.35545550751553,-66.96295684684077,151.46087544955256
-403.8050192,-69.55032211749085,-57.162453925481245,163.47211231746098
-403.7839240,-99.96461602997631,-85.06321222935891,164.85274285236824
-403.7620062,-76.76880144014858,-56.26614820389698,164.10513067105268
-403.7399662,-74.64497322428836,-75.72524143030978,157.33607786797143
-403.7077423,-78.9409806637866,-67.94897772004077,142.85258122366432
-403.6837360,-77.04222020003468,-57.957754384486755,169.26667807797313
-403.6592536,-138.08308351201939,-52.58438489477733,169.60864258715193
-403.6371554,-95.08893103953332,-68.22433917267739,168.19571392255222
-403.6171212,-90.7504579126834,-86.65339778323968,165.70312973506515
-403.5960724,-73.14072915223572,-74.27071373288051,149.82602904862853
-403.5623428,-65.59822349519729,-55.400791111213174,138.8374183594232
-403.5421747,-94.48488765403381,-92.32331842889981,163.59429417127194
-403.5217904,-83.01355256012299,-60.130134613713786,160.28213385514272
-403.5014458,-71.31058032619787,-63.31600336502752,161.88045798493303
-403.4811144,-64.67673574629038,-55.45790893835381,162.0966156424128
-403.4595898,-91.4691098848792,-90.87340762762975,166.87099218272954
-403.4364421,-83.10348826631252,-73.39626283838231,152.86884536293854
-403.4134009,-84.70983890767218,-65.4654713661311,158.58490616997622
-403.3926834,-83.62764742971238,-62.73066626321416,158.2937402411394
-403.3709717,-84.66679474007944,-80.13298686588094,160.64949664590713
-403.3501312,-72.95482581928913,-65.99797159146974,171.56670907208587
-403.3275993,-89.5721715223494,-68.89501781185876,156.8506548633025
-403.3059791,-86.36904047908497,-74.30359588073362,159.4456320426535
-403.2858186,-85.20428662157182,-67.41925145630717,163.70973990732566
-403.2657911,-103.82853073009028,-80.92634322060367,163.46793022986566
-403.2372757,-83.19084180402243,-72.25778641152189,156.51305986998784
-403.2171299,-78.1063351762768,-61.08356220846861,170.22250957107565
-403.1864040,-72.49752010737518,-55.45691323857334,149.12952423798419
-403.1660973,-82.00419574125632,-66.32644378708575,155.64547298430588
-403.1411274,-73.80247381277988,-81.33693296508208,163.6022684507195
-403.1195327,-74.97563784367037,-75.01180461646007,157.1262800436012
-403.0974008,-72.37250155725847,-71.01375044189736,172.90183725531327
-403.0709300,-58.34012133665799,-66.99217947263854,175.00655422512938
-403.0397942,-78.74679864832686,-60.89643202891407,140.19754033898894
-403.0195727,-71.1611135533613,-56.21287425090247,164.9417421259033
-402.9891747,-71.9264623395174,-59.755902778027796,139.33080485440829
-402.9680769,-75.08400588185016,-66.84767696226803,145.82392356378207
-402.9476365,-78.171865790535,-68.68066277074603,157.71619701132076
-402.9235736,-86.53500822791959,-62.69149554366033,152.8804724090073
-402.9034693,-94.41748399029716,-74.31428940892378,162.15327613338346
-402.8832492,-78.8052088795531,-69.42619921301444,149.60619805556354
-402.8622181,-100.24087403908015,-86.68525240473525,165.02497701633814
-402.8408080,-80.66964436703148,-65.31239453834523,168.56514171044722
-402.8170663,-80.09549687988783,-69.1155371853105,152.52727205194486
-402.7955099,-80.09425156302667,-69.12694038581465,152.5284780359347
-402.7723880,-66.7948097044477,-75.35222481430122,136.82731821681537
-402.7498279,-77.02872417250767,-70.52938004351884,150.5252685398902
-402.7297068,-86.96362000388103,-67.33559013529877,169.1092084635796
-402.7090399,-78.2738250236159,-64.91849238641275,167.2912609893605
-402.6880420,-78.56854558262458,-65.45394510737918,161.67846739813203
-402.6634222,-88.2965938248475,-70.50490674809214,164.81076330387472
-402.6360064,-77.49539721412191,-67.58932428794937,141.84663705017954
-402.6146176,-77.73819460990424,-60.046653040925065,161.52916240431722
-402.5923706,-81.49964065481235,-70.94476667404876,160.60273833324817
-402.5707372,-81.83396910764202,-73.61062478893642,155.7091564183502
-402.5476523,-78.84770339339684,-67.20309699894466,170.35833913695237
-402.5096674,-88.17302045446347,-57.5230950254576,156.84888216365985
-402.4891743,-79.81428838365606,-72.76684218999395,172.04738924714894
-402.4620234,-80.91195964569341,-56.17270263262574,164.66935582847168
-402.4365325,-90.06098618139919,-61.752822479220804,163.40299724471686
-402.4154362,-82.79874321228172,-56.99408125389493,159.16409410440733
-402.3952465,-126.93354615012164,-60.74138036008353,168.85358219478476
-402.3747412,-75.48639737374208,-65.57427083876225,166.16919853087418
-402.3513349,-68.18419035542387,-51.6370820287811,160.22506127499102
-402.3307378,-71.41732072146382,-55.85500625549617,164.22781672051204
-402.3099016,-83.61911004767789,-67.07523294238473,173.86868412018427
-402.2882996,-83.90379192714394,-69.33605118463302,153.75746444377057
-402.2605855,-76.37979484217574,-71.71523052285255,171.1942966630387
-402.2381950,-76.97018722679334,-76.78955248748117,170.14874989388994
-402.2040883,-74.79615062172307,-69.06194626720173,146.89202479370908
-402.1804800,-83.82422804918768,-73.698666335264,153.9056896015131
-402.1580640,-78.40607616671362,-61.35183754316672,169.36513299930257
-402.1347224,-69.06855154906276,-67.38601022398366,168.63836632515944
-402.1034409,-76.33227363514527,-76.07515586689868,156.7537153342471
